,date,time,team2,score1,score2,year,day_of_week,is_weekend,day_of_month,month,quarter,day_of_year,week_of_year,season,is_month_start_end,hour,minute,time_of_day,is_work_time,decimal_time,is_afternoon,days_until_weekend,days_until_end_of_month,scorediff,avg_scorediff_by_team,games_played_with_team,cumulative_scorediff_with_team,win_ratio_with_team,avg_scorediff_by_season
0,2023-11-26,16:30:00,СШОР №1 Московского района,4.0,2.0,2023,6,1,26,11,4,330,47,3,0,16,30,2,1,16.5,1,6,4,2.0,2.0,1,2.0,1.0,0.5704697986577181
1,2023-12-03,21:00:00,СШ №2 ВО Звезда-д,3.0,1.0,2023,6,1,3,12,4,337,48,0,0,21,0,3,0,21.0,1,6,28,2.0,2.0,1,2.0,1.0,-0.525
2,2023-12-10,20:00:00,Царское Село-Динамо,0.0,1.0,2023,6,1,10,12,4,344,49,0,0,20,0,3,0,20.0,1,6,21,-1.0,-1.0,1,-1.0,0.0,-0.525
3,2023-12-17,21:30:00,СШ Ленинградец,2.0,6.0,2023,6,1,17,12,4,351,50,0,0,21,30,3,0,21.5,1,6,14,-4.0,-4.0,1,-4.0,0.0,-0.525
4,2023-12-23,19:30:00,Кировец-Восхождение 2007,3.0,1.0,2023,5,1,23,12,4,357,51,0,0,19,30,3,0,19.5,1,0,8,2.0,2.0,1,2.0,1.0,-0.525
5,2024-01-13,20:30:00,Кировец-Восхождение мол.,2.0,1.0,2024,5,1,13,1,1,13,2,0,0,20,30,3,0,20.5,1,0,18,1.0,1.0,1,1.0,1.0,-0.525
6,2024-01-28,19:50:00,ФК Звезда,2.0,2.0,2024,6,1,28,1,1,28,4,0,0,19,50,3,0,19.833333333333332,1,6,3,0.0,-0.3333333333333333,9,0.0,0.3333333333333333,-0.525
7,2024-02-04,21:10:00,Динамо-2,1.0,4.0,2024,6,1,4,2,1,35,5,0,0,21,10,3,0,21.166666666666668,1,6,25,-3.0,-2.3333333333333335,3,-3.0,0.0,-0.525
8,2024-02-06,21:00:00,Тосно,5.0,3.0,2024,1,0,6,2,1,37,6,0,0,21,0,3,0,21.0,1,4,23,2.0,2.0,1,2.0,1.0,-0.525
9,2024-02-25,19:40:00,С.П.Б. К.Л.С.,2.0,1.0,2024,6,1,25,2,1,56,8,0,0,19,40,3,0,19.666666666666668,1,6,4,1.0,-1.0,4,1.0,0.25,-0.525
10,2024-03-02,21:30:00,Кировец-ГУТИД,2.0,1.0,2024,5,1,2,3,1,62,9,1,0,21,30,3,0,21.5,1,0,29,1.0,-1.75,4,1.0,0.25,1.1627906976744187
11,2024-10-25,22:00:00,ПСПбГМУ,21.0,0.0,2024,4,0,25,10,4,299,43,3,0,22,0,3,0,22.0,1,1,6,21.0,9.666666666666666,3,21.0,1.0,0.5704697986577181
12,2024-11-01,21:00:00,РГПУ им. Герцена,0.0,0.0,2024,4,0,1,11,4,306,44,3,1,21,0,3,0,21.0,1,1,29,0.0,0.3333333333333333,9,0.0,0.3333333333333333,0.5704697986577181
13,2024-11-15,21:00:00,СПбГУТ,1.0,5.0,2024,4,0,15,11,4,320,46,3,0,21,0,3,0,21.0,1,1,15,-4.0,-0.25,12,-4.0,0.4166666666666667,0.5704697986577181
14,2024-11-22,18:00:00,СПбГУПТД,7.0,0.0,2024,4,0,22,11,4,327,47,3,0,18,0,3,0,18.0,1,1,8,7.0,0.12,25,7.0,0.4,0.5704697986577181
15,2018-05-14,20:15:00,Горный университет,7.0,0.0,2018,0,0,14,5,2,134,20,1,0,20,15,3,0,20.25,1,5,17,7.0,2.4615384615384617,26,7.0,0.6153846153846154,1.1627906976744187
16,2018-06-02,13:00:00,СПбГАУ,3.0,0.0,2018,5,1,2,6,2,153,22,2,0,13,0,2,1,13.0,1,0,28,3.0,0.6666666666666666,3,3.0,0.6666666666666666,0.7272727272727273
17,2018-06-04,14:00:00,УГПС МЧС,6.0,0.0,2018,0,0,4,6,2,155,23,2,0,14,0,2,1,14.0,1,5,26,6.0,0.5,4,6.0,0.5,0.7272727272727273
18,2018-06-09,14:00:00,ГУМРФ,9.0,1.0,2018,5,1,9,6,2,160,23,2,0,14,0,2,1,14.0,1,0,21,8.0,5.416666666666667,12,8.0,0.8333333333333334,0.7272727272727273
19,2018-06-11,13:30:00,СПбГУПТД,6.0,0.0,2018,0,0,11,6,2,162,24,2,0,13,30,2,1,13.5,1,5,19,6.0,0.12,25,13.0,0.4,0.7272727272727273
20,2018-06-20,15:00:00,НГУ им. П.Ф. Лесгафта,1.0,2.0,2018,2,0,20,6,2,171,25,2,0,15,0,2,1,15.0,1,3,10,-1.0,-0.5,10,-1.0,0.3,0.7272727272727273
21,2023-11-04,18:30:00,ВАС,2.0,0.0,2023,5,1,4,11,4,308,44,3,0,18,30,3,0,18.5,1,0,26,2.0,4.5,2,2.0,1.0,0.5704697986577181
22,2023-11-05,10:00:00,СПбГЭТУ ЛЭТИ,1.0,2.0,2023,6,1,5,11,4,309,44,3,0,10,0,1,1,10.0,0,6,25,-1.0,-1.0,6,-1.0,0.0,0.5704697986577181
23,2023-11-11,17:30:00,РГПУ им. Герцена,3.0,1.0,2023,5,1,11,11,4,315,45,3,0,17,30,2,1,17.5,1,0,19,2.0,0.3333333333333333,9,2.0,0.3333333333333333,0.5704697986577181
24,2023-11-18,19:30:00,СПбГМТУ,3.0,2.0,2023,5,1,18,11,4,322,46,3,0,19,30,3,0,19.5,1,0,12,1.0,1.0,2,1.0,1.0,0.5704697986577181
25,2023-11-25,21:30:00,ПГУПС,5.0,0.0,2023,5,1,25,11,4,329,47,3,0,21,30,3,0,21.5,1,0,5,5.0,8.0,4,5.0,1.0,0.5704697986577181
26,2023-12-02,17:30:00,РАНХиГС СПб,5.0,0.0,2023,5,1,2,12,4,336,48,0,0,17,30,2,1,17.5,1,0,29,5.0,1.0,2,5.0,0.5,-0.525
27,2023-12-09,20:30:00,БГТУ ВОЕНМЕХ,1.0,3.0,2023,5,1,9,12,4,343,49,0,0,20,30,3,0,20.5,1,0,22,-2.0,0.8333333333333334,6,-2.0,0.5,-0.525
28,2023-12-16,16:30:00,СПбГЛТУ,11.0,1.0,2023,5,1,16,12,4,350,50,0,0,16,30,2,1,16.5,1,0,15,10.0,5.363636363636363,11,10.0,0.8181818181818182,-0.525
29,2023-12-23,17:30:00,ВА МТО,6.0,2.0,2023,5,1,23,12,4,357,51,0,0,17,30,2,1,17.5,1,0,8,4.0,4.5,2,4.0,1.0,-0.525
30,2024-02-17,19:30:00,ВАС,9.0,2.0,2024,5,1,17,2,1,48,7,0,0,19,30,3,0,19.5,1,0,12,7.0,4.5,2,9.0,1.0,-0.525
31,2024-02-24,19:30:00,СПбГЭТУ ЛЭТИ,1.0,1.0,2024,5,1,24,2,1,55,8,0,0,19,30,3,0,19.5,1,0,5,0.0,-1.0,6,-1.0,0.0,-0.525
32,2024-03-02,21:30:00,РГПУ им. Герцена,4.0,0.0,2024,5,1,2,3,1,62,9,1,0,21,30,3,0,21.5,1,0,29,4.0,0.3333333333333333,9,6.0,0.3333333333333333,1.1627906976744187
33,2024-03-09,18:30:00,СПбГМТУ,2.0,1.0,2024,5,1,9,3,1,69,10,1,0,18,30,3,0,18.5,1,0,22,1.0,1.0,2,2.0,1.0,1.1627906976744187
34,2024-03-10,12:00:00,ПГУПС,6.0,0.0,2024,6,1,10,3,1,70,10,1,0,12,0,2,1,12.0,1,6,21,6.0,8.0,4,11.0,1.0,1.1627906976744187
35,2024-03-16,18:30:00,РАНХиГС СПб,1.0,4.0,2024,5,1,16,3,1,76,11,1,0,18,30,3,0,18.5,1,0,15,-3.0,1.0,2,2.0,0.5,1.1627906976744187
36,2024-03-30,20:30:00,СПбГЛТУ,8.0,0.0,2024,5,1,30,3,1,90,13,1,0,20,30,3,0,20.5,1,0,1,8.0,5.363636363636363,11,18.0,0.8181818181818182,1.1627906976744187
37,2024-04-06,20:30:00,БГТУ ВОЕНМЕХ,4.0,0.0,2024,5,1,6,4,2,97,14,1,0,20,30,3,0,20.5,1,0,24,4.0,0.8333333333333334,6,2.0,0.5,1.1627906976744187
38,2024-04-13,17:30:00,ВА МТО,6.0,1.0,2024,5,1,13,4,2,104,15,1,0,17,30,2,1,17.5,1,0,17,5.0,4.5,2,9.0,1.0,1.1627906976744187
39,2019-05-22,14:00:00,СПбГУ,2.0,1.0,2019,2,0,22,5,2,142,21,1,0,14,0,2,1,14.0,1,3,9,1.0,1.0,11,1.0,0.6363636363636364,1.1627906976744187
40,2019-05-29,12:00:00,ПСПбГМУ,3.0,0.0,2019,2,0,29,5,2,149,22,1,0,12,0,2,1,12.0,1,3,2,3.0,9.666666666666666,3,24.0,1.0,1.1627906976744187
41,2019-06-01,14:00:00,СЗИУ РАНХиГС,0.0,3.0,2019,5,1,1,6,2,152,22,2,1,14,0,2,1,14.0,1,0,29,-3.0,0.4,5,-3.0,0.6,0.7272727272727273
42,2019-06-10,13:30:00,УГПС МЧС,3.0,0.0,2019,0,0,10,6,2,161,24,2,0,13,30,2,1,13.5,1,5,20,3.0,0.5,4,9.0,0.5,0.7272727272727273
43,2019-06-23,16:00:00,НГУ им. Лесгафта,2.0,0.0,2019,6,1,23,6,2,174,25,2,0,16,0,2,1,16.0,1,6,7,2.0,0.8333333333333334,6,2.0,0.6666666666666666,0.7272727272727273
44,2019-06-30,10:00:00,СПбГУПТД,5.0,1.0,2019,6,1,30,6,2,181,26,2,1,10,0,1,1,10.0,0,6,0,4.0,0.12,25,17.0,0.4,0.7272727272727273
45,2024-09-18,14:15:00,ГУМРФ,14.0,1.0,2024,2,0,18,9,3,262,38,3,0,14,15,2,1,14.25,1,3,12,13.0,5.416666666666667,12,21.0,0.8333333333333334,0.5704697986577181
46,2024-09-23,14:15:00,Университет ГПС МЧС,5.0,1.0,2024,0,0,23,9,3,267,39,3,0,14,15,2,1,14.25,1,5,7,4.0,0.0,2,4.0,0.5,0.5704697986577181
47,2024-09-30,14:15:00,СПбГУ,5.0,1.0,2024,0,0,30,9,3,274,40,3,1,14,15,2,1,14.25,1,5,0,4.0,1.0,11,5.0,0.6363636363636364,0.5704697986577181
48,2024-10-07,14:15:00,"СПбГЭТУ ""ЛЭТИ""",1.0,2.0,2024,0,0,7,10,4,281,41,3,0,14,15,2,1,14.25,1,5,24,-1.0,0.0,3,-1.0,0.3333333333333333,0.5704697986577181
49,2022-05-12,19:15:00,СТД Петрович,3.0,3.0,2022,3,0,12,5,2,132,19,1,0,19,15,3,0,19.25,1,2,19,0.0,0.14285714285714285,7,0.0,0.2857142857142857,1.1627906976744187
50,2022-05-18,19:15:00,ФК Звезда,3.0,2.0,2022,2,0,18,5,2,138,20,1,0,19,15,3,0,19.25,1,3,13,1.0,-0.3333333333333333,9,1.0,0.3333333333333333,1.1627906976744187
51,2022-06-01,19:15:00,Максима,1.0,3.0,2022,2,0,1,6,2,152,22,2,1,19,15,3,0,19.25,1,3,29,-2.0,-2.3333333333333335,3,-2.0,0.0,0.7272727272727273
52,2022-06-08,19:15:00,Балтавто,4.0,2.0,2022,2,0,8,6,2,159,23,2,0,19,15,3,0,19.25,1,3,22,2.0,0.5,6,2.0,0.6666666666666666,0.7272727272727273
53,2022-06-15,21:15:00,Авангард,0.0,4.0,2022,2,0,15,6,2,166,24,2,0,21,15,3,0,21.25,1,3,15,-4.0,-1.25,4,-4.0,0.25,0.7272727272727273
54,2022-06-23,19:15:00,Интер Лесгафта,1.0,7.0,2022,3,0,23,6,2,174,25,2,0,19,15,3,0,19.25,1,2,7,-6.0,-7.0,2,-6.0,0.0,0.7272727272727273
55,2022-07-01,20:15:00,Ядро,1.0,8.0,2022,4,0,1,7,3,182,26,2,1,20,15,3,0,20.25,1,1,30,-7.0,-4.0,3,-7.0,0.0,0.7272727272727273
56,2022-07-07,21:15:00,Динамо-Центр,3.0,2.0,2022,3,0,7,7,3,188,27,2,0,21,15,3,0,21.25,1,2,24,1.0,-1.0,2,1.0,0.5,0.7272727272727273
57,2022-07-09,14:00:00,ЧипЛогик,4.0,7.0,2022,5,1,9,7,3,190,27,2,0,14,0,2,1,14.0,1,0,22,-3.0,-3.0,2,-3.0,0.0,0.7272727272727273
58,2022-07-15,20:15:00,СТД Петрович,1.0,2.0,2022,4,0,15,7,3,196,28,2,0,20,15,3,0,20.25,1,1,16,-1.0,0.14285714285714285,7,-1.0,0.2857142857142857,0.7272727272727273
59,2022-07-20,19:15:00,ФК Звезда,1.0,1.0,2022,2,0,20,7,3,201,29,2,0,19,15,3,0,19.25,1,3,11,0.0,-0.3333333333333333,9,1.0,0.3333333333333333,0.7272727272727273
60,2022-08-24,21:15:00,ЧипЛогик,0.0,3.0,2022,2,0,24,8,3,236,34,2,0,21,15,3,0,21.25,1,3,7,-3.0,-3.0,2,-6.0,0.0,0.7272727272727273
61,2022-08-31,21:15:00,Максима,0.0,3.0,2022,2,0,31,8,3,243,35,2,1,21,15,3,0,21.25,1,3,0,-3.0,-2.3333333333333335,3,-5.0,0.0,0.7272727272727273
62,2022-09-14,21:15:00,Авангард,1.0,3.0,2022,2,0,14,9,3,257,37,3,0,21,15,3,0,21.25,1,3,16,-2.0,-1.25,4,-6.0,0.25,0.5704697986577181
63,2022-09-22,21:15:00,Интер Лесгафта,0.0,8.0,2022,3,0,22,9,3,265,38,3,0,21,15,3,0,21.25,1,2,8,-8.0,-7.0,2,-14.0,0.0,0.5704697986577181
64,2022-09-28,19:15:00,Ядро,0.0,3.0,2022,2,0,28,9,3,271,39,3,0,19,15,3,0,19.25,1,3,2,-3.0,-4.0,3,-10.0,0.0,0.5704697986577181
65,2022-10-06,19:15:00,Динамо-Центр,1.0,4.0,2022,3,0,6,10,4,279,40,3,0,19,15,3,0,19.25,1,2,25,-3.0,-1.0,2,-2.0,0.5,0.5704697986577181
66,2022-11-02,20:00:00,Кировец-ГУТИД,1.0,6.0,2022,2,0,2,11,4,306,44,3,0,20,0,3,0,20.0,1,3,28,-5.0,-1.75,4,-4.0,0.25,0.5704697986577181
67,2019-02-13,19:30:00,УГПС МЧС,4.0,10.0,2019,2,0,13,2,1,44,7,0,0,19,30,3,0,19.5,1,3,15,-6.0,0.5,4,3.0,0.5,-0.525
68,2019-02-20,15:30:00,СПбГЭУ,2.0,4.0,2019,2,0,20,2,1,51,8,0,0,15,30,2,1,15.5,1,3,8,-2.0,-1.0,9,-2.0,0.3333333333333333,-0.525
69,2019-02-26,21:00:00,НГУ им. Лесгафта,3.0,2.0,2019,1,0,26,2,1,57,9,0,0,21,0,3,0,21.0,1,4,2,1.0,0.8333333333333334,6,3.0,0.6666666666666666,-0.525
70,2019-03-05,21:00:00,Горный университет,11.0,3.0,2019,1,0,5,3,1,64,10,1,0,21,0,3,0,21.0,1,4,26,8.0,2.4615384615384617,26,15.0,0.6153846153846154,1.1627906976744187
71,2019-03-20,20:10:00,Университет МВД,7.0,2.0,2019,2,0,20,3,1,79,12,1,0,20,10,3,0,20.166666666666668,1,3,11,5.0,5.0,1,5.0,1.0,1.1627906976744187
72,2019-03-27,18:00:00,Университет ИТМО,1.0,2.0,2019,2,0,27,3,1,86,13,1,0,18,0,3,0,18.0,1,3,4,-1.0,0.6,15,-1.0,0.6,1.1627906976744187
73,2019-04-09,20:30:00,СПбГУПТД,11.0,6.0,2019,1,0,9,4,2,99,15,1,0,20,30,3,0,20.5,1,4,21,5.0,0.12,25,22.0,0.4,1.1627906976744187
74,2019-04-16,20:30:00,ГУМРФ,10.0,7.0,2019,1,0,16,4,2,106,16,1,0,20,30,3,0,20.5,1,4,14,3.0,5.416666666666667,12,24.0,0.8333333333333334,1.1627906976744187
75,2019-04-18,17:30:00,ВКА им. Можайского,10.0,2.0,2019,3,0,18,4,2,108,16,1,0,17,30,2,1,17.5,1,2,12,8.0,4.0,2,8.0,0.5,1.1627906976744187
76,2023-11-12,12:30:00,СШОР №2 Невского района Кристалл-2,2.0,0.0,2023,6,1,12,11,4,316,45,3,0,12,30,2,1,12.5,1,6,18,2.0,1.5,2,2.0,1.0,0.5704697986577181
77,2023-11-19,09:00:00,Феникс-ТитанБанк,4.0,2.0,2023,6,1,19,11,4,323,46,3,0,9,0,1,1,9.0,0,6,11,2.0,0.5,2,2.0,0.5,0.5704697986577181
78,2023-11-26,12:30:00,СПбГУТ,0.0,0.0,2023,6,1,26,11,4,330,47,3,0,12,30,2,1,12.5,1,6,4,0.0,-0.25,12,-4.0,0.4166666666666667,0.5704697986577181
79,2023-12-03,13:40:00,СШОР №2 Невского района Кристалл -3,0.0,8.0,2023,6,1,3,12,4,337,48,0,0,13,40,2,1,13.666666666666666,1,6,28,-8.0,-8.0,1,-8.0,0.0,-0.525
80,2023-12-10,13:40:00,"ЖФК ""Футболика""",0.0,3.0,2023,6,1,10,12,4,344,49,0,0,13,40,2,1,13.666666666666666,1,6,21,-3.0,-2.0,2,-3.0,0.0,-0.525
81,2023-12-17,09:00:00,Балтийские орланы,1.0,2.0,2023,6,1,17,12,4,351,50,0,0,9,0,1,1,9.0,0,6,14,-1.0,-1.0,2,-1.0,0.0,-0.525
82,2023-12-24,13:40:00,СШОР №2 Невского района Кристалл,1.0,10.0,2023,6,1,24,12,4,358,51,0,0,13,40,2,1,13.666666666666666,1,6,7,-9.0,-9.0,1,-9.0,0.0,-0.525
83,2024-01-21,09:00:00,СШОР Лидер,0.0,7.0,2024,6,1,21,1,1,21,3,0,0,9,0,1,1,9.0,0,6,10,-7.0,-7.333333333333333,3,-7.0,0.0,-0.525
84,2024-01-28,14:50:00,Локомотив-ИТМО,4.0,5.0,2024,6,1,28,1,1,28,4,0,0,14,50,2,1,14.833333333333334,1,6,3,-1.0,-4.666666666666667,3,-1.0,0.0,-0.525
85,2024-02-04,14:50:00,Бутса,0.0,9.0,2024,6,1,4,2,1,35,5,0,0,14,50,2,1,14.833333333333334,1,6,25,-9.0,-6.0,4,-9.0,0.0,-0.525
86,2024-02-18,14:50:00,Форсаж-Нева,2.0,7.0,2024,6,1,18,2,1,49,7,0,0,14,50,2,1,14.833333333333334,1,6,11,-5.0,-5.5,2,-5.0,0.0,-0.525
87,2024-02-25,12:30:00,СПбГУТ,2.0,2.0,2024,6,1,25,2,1,56,8,0,0,12,30,2,1,12.5,1,6,4,0.0,-0.25,12,-4.0,0.4166666666666667,-0.525
88,2024-03-03,09:00:00,"ЖФК ""Футболика""",3.0,4.0,2024,6,1,3,3,1,63,9,1,0,9,0,1,1,9.0,0,6,28,-1.0,-2.0,2,-4.0,0.0,1.1627906976744187
89,2024-03-17,10:10:00,Балтийские орланы,1.0,2.0,2024,6,1,17,3,1,77,11,1,0,10,10,1,1,10.166666666666666,0,6,14,-1.0,-1.0,2,-2.0,0.0,1.1627906976744187
90,2024-03-31,12:30:00,СШОР №2 Невского района Кристалл-2,3.0,2.0,2024,6,1,31,3,1,91,13,1,1,12,30,2,1,12.5,1,6,0,1.0,1.5,2,3.0,1.0,1.1627906976744187
91,2024-04-07,09:00:00,Феникс-ТитанБанк,0.0,1.0,2024,6,1,7,4,2,98,14,1,0,9,0,1,1,9.0,0,6,23,-1.0,0.5,2,1.0,0.5,1.1627906976744187
92,2019-05-10,19:00:00,Маркет Света,3.0,0.0,2019,4,0,10,5,2,130,19,1,0,19,0,3,0,19.0,1,1,21,3.0,3.0,1,3.0,1.0,1.1627906976744187
93,2019-05-18,13:00:00,Победа-Армед,2.0,1.0,2019,5,1,18,5,2,138,20,1,0,13,0,2,1,13.0,1,0,13,1.0,1.0,1,1.0,1.0,1.1627906976744187
94,2019-05-24,19:00:00,Феникс,4.0,1.0,2019,4,0,24,5,2,144,21,1,0,19,0,3,0,19.0,1,1,7,3.0,3.0,2,3.0,1.0,1.1627906976744187
95,2019-05-31,20:30:00,Константиновское-Округ 19,3.0,1.0,2019,4,0,31,5,2,151,22,1,1,20,30,3,0,20.5,1,1,0,2.0,2.0,2,2.0,1.0,1.1627906976744187
96,2019-06-08,16:00:00,Алгоритм,0.0,3.0,2019,5,1,8,6,2,159,23,2,0,16,0,2,1,16.0,1,0,22,-3.0,-2.0,3,-3.0,0.3333333333333333,0.7272727272727273
97,2019-06-15,20:00:00,Коломяги-47,2.0,4.0,2019,5,1,15,6,2,166,24,2,0,20,0,3,0,20.0,1,0,15,-2.0,2.0,2,-2.0,0.5,0.7272727272727273
98,2019-06-22,16:00:00,Балтавто,1.0,0.0,2019,5,1,22,6,2,173,25,2,0,16,0,2,1,16.0,1,0,8,1.0,0.5,6,3.0,0.6666666666666666,0.7272727272727273
99,2019-06-29,13:00:00,Дружба-МСС,1.0,0.0,2019,5,1,29,6,2,180,26,2,0,13,0,2,1,13.0,1,0,1,1.0,1.0,1,1.0,1.0,0.7272727272727273
100,2019-07-05,19:00:00,Нева-Легирус-Д,1.0,3.0,2019,4,0,5,7,3,186,27,2,0,19,0,3,0,19.0,1,1,26,-2.0,-2.0,1,-2.0,0.0,0.7272727272727273
101,2019-07-08,21:00:00,Самсон-Петергоф,0.0,1.0,2019,0,0,8,7,3,189,28,2,0,21,0,3,0,21.0,1,5,23,-1.0,-1.0,1,-1.0,0.0,0.7272727272727273
102,2019-07-12,20:30:00,Фортуна,3.0,0.0,2019,4,0,12,7,3,193,28,2,0,20,30,3,0,20.5,1,1,19,3.0,3.0,1,3.0,1.0,0.7272727272727273
103,2019-08-24,16:00:00,Парус,4.0,0.0,2019,5,1,24,8,3,236,34,2,0,16,0,2,1,16.0,1,0,7,4.0,1.75,4,4.0,0.5,0.7272727272727273
104,2019-08-31,16:00:00,ФК КФ,5.0,1.0,2019,5,1,31,8,3,243,35,2,1,16,0,2,1,16.0,1,0,0,4.0,0.0,3,4.0,0.3333333333333333,0.7272727272727273
105,2019-09-06,20:30:00,ФК КФ,2.0,3.0,2019,4,0,6,9,3,249,36,3,0,20,30,3,0,20.5,1,1,24,-1.0,0.0,3,3.0,0.3333333333333333,0.5704697986577181
106,2019-09-14,20:00:00,Коломяги-47,7.0,1.0,2019,5,1,14,9,3,257,37,3,0,20,0,3,0,20.0,1,0,16,6.0,2.0,2,4.0,0.5,0.5704697986577181
107,2019-09-21,16:00:00,Алгоритм,1.0,0.0,2019,5,1,21,9,3,264,38,3,0,16,0,2,1,16.0,1,0,9,1.0,-2.0,3,-2.0,0.3333333333333333,0.5704697986577181
108,2019-09-28,14:00:00,Балтавто,2.0,3.0,2019,5,1,28,9,3,271,39,3,0,14,0,2,1,14.0,1,0,2,-1.0,0.5,6,2.0,0.6666666666666666,0.5704697986577181
109,2019-10-12,16:00:00,Парус,5.0,1.0,2019,5,1,12,10,4,285,41,3,0,16,0,2,1,16.0,1,0,19,4.0,1.75,4,8.0,0.5,0.5704697986577181
110,2019-10-18,20:30:00,Константиновское-Округ 19,3.0,1.0,2019,4,0,18,10,4,291,42,3,0,20,30,3,0,20.5,1,1,13,2.0,2.0,2,4.0,1.0,0.5704697986577181
111,2021-11-09,16:30:00,Университет ИТМО,2.0,1.0,2021,1,0,9,11,4,313,45,3,0,16,30,2,1,16.5,1,4,21,1.0,0.6,15,0.0,0.6,0.5704697986577181
112,2021-11-12,19:30:00,Горный университет,1.0,2.0,2021,4,0,12,11,4,316,45,3,0,19,30,3,0,19.5,1,1,18,-1.0,2.4615384615384617,26,14.0,0.6153846153846154,0.5704697986577181
113,2021-11-17,17:30:00,СПбГУАП,1.0,0.0,2021,2,0,17,11,4,321,46,3,0,17,30,2,1,17.5,1,3,13,1.0,2.5,4,1.0,1.0,0.5704697986577181
114,2021-11-24,17:30:00,СПб Университет ГПС МЧС России,4.0,4.0,2021,2,0,24,11,4,328,47,3,0,17,30,2,1,17.5,1,3,6,0.0,-0.75,4,0.0,0.25,0.5704697986577181
115,2021-11-30,18:00:00,НГУ им. П.Ф.Лесгафта,5.0,3.0,2021,1,0,30,11,4,334,48,3,1,18,0,3,0,18.0,1,4,0,2.0,2.0,2,2.0,1.0,0.5704697986577181
116,2021-12-07,19:30:00,СПбГУПТД,5.0,8.0,2021,1,0,7,12,4,341,49,0,0,19,30,3,0,19.5,1,4,24,-3.0,0.12,25,19.0,0.4,-0.525
117,2021-12-15,16:00:00,РГПУ им. А.И.Герцена,7.0,7.0,2021,2,0,15,12,4,349,50,0,0,16,0,2,1,16.0,1,3,16,0.0,-1.8333333333333333,6,0.0,0.3333333333333333,-0.525
118,2021-12-22,17:30:00,СПбГЭУ,3.0,7.0,2021,2,0,22,12,4,356,51,0,0,17,30,2,1,17.5,1,3,9,-4.0,-1.0,9,-6.0,0.3333333333333333,-0.525
119,2021-12-29,17:30:00,СПбГЭТУ «ЛЭТИ»,2.0,1.0,2021,2,0,29,12,4,363,52,0,0,17,30,2,1,17.5,1,3,2,1.0,0.3333333333333333,3,1.0,0.6666666666666666,-0.525
120,2022-02-08,19:30:00,Горный университет,0.0,4.0,2022,1,0,8,2,1,39,6,0,0,19,30,3,0,19.5,1,4,20,-4.0,2.4615384615384617,26,10.0,0.6153846153846154,-0.525
121,2022-02-09,17:30:00,Университет ИТМО,5.0,2.0,2022,2,0,9,2,1,40,6,0,0,17,30,2,1,17.5,1,3,19,3.0,0.6,15,3.0,0.6,-0.525
122,2022-02-23,16:00:00,СПбГУАП,5.0,3.0,2022,2,0,23,2,1,54,8,0,0,16,0,2,1,16.0,1,3,5,2.0,2.5,4,3.0,1.0,-0.525
123,2022-02-27,16:00:00,СПб Университет ГПС МЧС России,3.0,0.0,2022,6,1,27,2,1,58,8,0,0,16,0,2,1,16.0,1,6,1,3.0,-0.75,4,3.0,0.25,-0.525
124,2022-03-06,19:00:00,НГУ им. П.Ф.Лесгафта,8.0,6.0,2022,6,1,6,3,1,65,9,1,0,19,0,3,0,19.0,1,6,25,2.0,2.0,2,4.0,1.0,1.1627906976744187
125,2022-03-08,15:30:00,СПбГУПТД,1.0,4.0,2022,1,0,8,3,1,67,10,1,0,15,30,2,1,15.5,1,4,23,-3.0,0.12,25,16.0,0.4,1.1627906976744187
126,2022-03-13,16:00:00,РГПУ им. А.И.Герцена,4.0,2.0,2022,6,1,13,3,1,72,10,1,0,16,0,2,1,16.0,1,6,18,2.0,-1.8333333333333333,6,2.0,0.3333333333333333,1.1627906976744187
127,2022-03-30,16:00:00,СПбГЭУ,1.0,4.0,2022,2,0,30,3,1,89,13,1,0,16,0,2,1,16.0,1,3,1,-3.0,-1.0,9,-9.0,0.3333333333333333,1.1627906976744187
128,2022-04-03,16:00:00,СПбГЭТУ «ЛЭТИ»,3.0,2.0,2022,6,1,3,4,2,93,13,1,0,16,0,2,1,16.0,1,6,27,1.0,0.3333333333333333,3,2.0,0.6666666666666666,1.1627906976744187
129,2024-05-18,21:00:00,СПбГУПТД,5.0,0.0,2024,5,1,18,5,2,139,20,1,0,21,0,3,0,21.0,1,0,13,5.0,0.12,25,21.0,0.4,1.1627906976744187
130,2024-05-25,20:40:00,Горный университет,6.0,1.0,2024,5,1,25,5,2,146,21,1,0,20,40,3,0,20.666666666666668,1,0,6,5.0,2.4615384615384617,26,15.0,0.6153846153846154,1.1627906976744187
131,2024-06-01,21:00:00,ПСПбГМУ им. И.П. Павлова,14.0,1.0,2024,5,1,1,6,2,153,22,2,1,21,0,3,0,21.0,1,0,29,13.0,13.0,1,13.0,1.0,0.7272727272727273
132,2024-06-12,15:40:00,БГТУ Военмех,1.0,1.0,2024,2,0,12,6,2,164,24,2,0,15,40,2,1,15.666666666666666,1,3,18,0.0,-1.0,2,0.0,0.0,0.7272727272727273
133,2024-06-15,21:50:00,СПбГИКиТ,6.0,1.0,2024,5,1,15,6,2,167,24,2,0,21,50,3,0,21.833333333333332,1,0,15,5.0,5.0,1,5.0,1.0,0.7272727272727273
134,2024-06-22,20:30:00,РГПУ им. А.И. Герцена,2.0,5.0,2024,5,1,22,6,2,174,25,2,0,20,30,3,0,20.5,1,0,8,-3.0,-3.0,2,-3.0,0.0,0.7272727272727273
